饱暖	属性
参量	属性
面目	属性
尿常规	属性
破裂音	属性
标准电阻	属性
柔情绰态	属性
或然性	属性
纯洁性	属性
近距	属性
乳臭	属性
治愈率	属性
安全电压	属性
喷油量	属性
血型	属性
母性	属性
峰值	属性
煽动性	属性
标准公顷	属性
捕获量	属性
鸡虫得失	属性
损耗率	属性
歧异	属性
气焰	属性
一席之地	属性
旧习	属性
电压	属性
类	属性
净产值	属性
绝对数	属性
热点	属性
弱点	属性
音强	属性
克当量	属性
项数	属性
成色	属性
字数	属性
比分	属性
粮价	属性
音位	属性
熔点	属性
打击力	属性
名牌	属性
物理属性	属性
粗细	属性
矢量积	属性
摩擦色牢度	属性
八度	属性
一体	属性
颜面	属性
经纬度	属性
局部变量	属性
牌子	属性
生命体征	属性
汇率	属性
抗水性	属性
气势	属性
平仄	属性
交换价值	属性
位数	属性
虚幻	属性
人均收入	属性
潜力	属性
年利率	属性
色度	属性
熔解热	属性
片面性	属性
上座儿	属性
短处	属性
要害	属性
因数	属性
因子	属性
传输率	属性
有效期	属性
升序	属性
暧昧关系	属性
局限性	属性
印记	属性
篇幅	属性
等离子态	属性
失业率	属性
面值	属性
普遍性	属性
储蓄额	属性
派	属性
使用量	属性
魅力	属性
百分点	属性
优劣	属性
祸患	属性
包袱	属性
控制数字	属性
冷凝点	属性
准确率	属性
员额	属性
创汇额	属性
假象	属性
益处	属性
总收入	属性
历史性	属性
名额	属性
人种	属性
兑换率	属性
千夫所指	属性
同一性	属性
区分值	属性
阴平	属性
优惠价	属性
虎威	属性
折旧率	属性
有形损耗	属性
吃喝风	属性
年岁	属性
租期	属性
犯罪率	属性
表率	属性
菁华	属性
内涵性	属性
满门	属性
蕴藏量	属性
误码率	属性
储油量	属性
时限	属性
发热量	属性
鞘翅目	属性
保票	属性
要素	属性
经济效益	属性
穷棒子	属性
特点	属性
密级	属性
终年	属性
积数	属性
机理	属性
浓度	属性
千里眼	属性
篇页	属性
净值	属性
收获量	属性
亚	属性
射速	属性
差值	属性
形态	属性
氯漂白色牢度	属性
局外	属性
电量	属性
上座率	属性
教龄	属性
机能	属性
零度	属性
味道属性	属性
温饱线	属性
相似性	属性
血缘	属性
力	属性
生辰	属性
语序	属性
标高	属性
菜价	属性
品级	属性
个别差异	属性
不同的地方	属性
房价	属性
品类	属性
虎劲	属性
剂量	属性
等级	属性
子群	属性
声色犬马	属性
属性	属性
斜度	属性
储量	属性
溶点	属性
天数	属性
消耗量	属性
年成	属性
存项	属性
车流量	属性
样子	属性
一条龙	属性
尺寸稳定性	属性
票面值	属性
存活率	属性
冲量	属性
托拉斯	属性
乳香	属性
异状	属性
裙带风	属性
比值	属性
递增率	属性
梯次	属性
吸收率	属性
吃水	属性
词频	属性
含沙量	属性
定额	属性
品位	属性
周转率	属性
椭圆	属性
总流量	属性
焦距	属性
颜色	属性
接通率	属性
品种	属性
雄威	属性
上限	属性
容貌	属性
总吨位	属性
销售额	属性
或然率	属性
误报率	属性
有限花序	属性
伯仲之间	属性
界限	属性
比例尺	属性
首位	属性
净宽	属性
饥寒	属性
存款额	属性
成功率	属性
装机容量	属性
蓄洪量	属性
疏密度	属性
人数	属性
三位一体	属性
菊科	属性
正指数	属性
酸值	属性
票房价值	属性
发光度	属性
销量	属性
聚宝盆	属性
涨幅	属性
增幅	属性
期望值	属性
年产值	属性
运费率	属性
蓄水量	属性
得分	属性
年辈	属性
隐头花序	属性
角加速度	属性
派性	属性
天马行空	属性
化学性质	属性
谱系	属性
依赖性	属性
损耗	属性
年收入	属性
用电量	属性
双肩	属性
疾言厉色	属性
刀口	属性
优势	属性
准确度	属性
结症	属性
气息	属性
叶序	属性
平均额	属性
生理特点	属性
亏损额	属性
含水率	属性
比率	属性
无穷大	属性
佳绩	属性
颜色属性	属性
视距	属性
季风性	属性
条理	属性
时间属性	属性
初始值	属性
无限大	属性
出手	属性
成交价	属性
总成绩	属性
繁殖系数	属性
燃点	属性
比	属性
二重性	属性
缺省值	属性
卖价	属性
热值	属性
偶蹄目	属性
统一性	属性
体征	属性
电势差	属性
贮存期	属性
行期	属性
外贸额	属性
升学率	属性
特征值	属性
档次	属性
舛误	属性
节律	属性
方面	属性
内径	属性
距离	属性
空间属性	属性
通性	属性
派别	属性
需要量	属性
路程	属性
位次	属性
净价	属性
物理性质	属性
篇目	属性
光照色牢度	属性
典型	属性
威慑性	属性
风级	属性
突破性	属性
贸易额	属性
逆差	属性
辐射面	属性
音节	属性
微调	属性
名位	属性
迁移性	属性
米价	属性
等比级数	属性
剪刀差	属性
首批	属性
电阻率	属性
水准	属性
实数	属性
年级	属性
长短	属性
纯净度	属性
异彩	属性
低压	属性
虚实	属性
积弊	属性
乙	属性
一般性	属性
男性	属性
音调	属性
价目	属性
弹性模量	属性
介质	属性
体形	属性
销售量	属性
总人口	属性
整版	属性
星期	属性
形状	属性
梯度	属性
倍数	属性
地区性	属性
脑量	属性
性状	属性
成交额	属性
写意	属性
初值	属性
黏度	属性
辈数	属性
生产额	属性
偶然性	属性
巨龙	属性
保真度	属性
静态	属性
独立性	属性
名花	属性
浓淡	属性
续断	属性
价值	属性
需求量	属性
音型	属性
身高	属性
高峰	属性
比价	属性
燃烧值	属性
沧海一粟	属性
错误率	属性
透射比	属性
比重	属性
化学当量	属性
余量	属性
三长两短	属性
币值	属性
