基瑞松	药品
硼酸水	药品
首明山	药品
美他多辛	药品
舒风灵	药品
丙酸倍他米松	药品
优普同	药品
退热清咽	药品
附子理中口服液	药品
益龄精	药品
热藏胎盘组织液	药品
臭蒿	药品
复方氯乙烷	药品
达里	药品
止嗽立效丸	药品
益气舒肝片	药品
益心舒片	药品
多抗甲素	药品
紫松皮炎膏	药品
溴化甲基羟乙胺	药品
腾克	药品
茴拉西坦胶囊	药品
复方山莨菪碱滴眼液	药品
吉如心片	药品
壮骨关节胶囊	药品
双氯青霉素钠片	药品
强斯达	药品
还精煎	药品
氟氯西林胶囊	药品
扎莱普隆	药品
五味沙棘颗粒	药品
正立消	药品
阿那日五味	药品
可乐定贴片	药品
龟鹿滋肾丸	药品
白带	药品
白蔻调中	药品
益肾壮阳膏	药品
直肠透析液	药品
同仁乌鸡白凤	药品
松节油搽剂	药品
古汉养生精口服液	药品
瑞格列奈	药品
四妙丸	药品
复方双炔失碳酯肠溶片	药品
夏枯球	药品
氯贝丁酯	药品
凯塞欣	药品
氧氟沙星凝胶菲宁达	药品
克瑞帕	药品
倍洁宁	药品
胃热清胶囊	药品
补肾益气	药品
麝香祛痛搽剂	药品
复方川贝母	药品
四环素醋酸可的松眼膏	药品
消朦胶囊	药品
九味羌活片	药品
丙卡特罗气雾剂	药品
消渴安胶囊	药品
红霉素眼膏	药品
霍香正气丸	药品
环硫雄醇	药品
盐酸氟桂利嗪	药品
纤溶酶	药品
帅欣达	药品
己酮可可碱片	药品
普南扑灵	药品
哌仑西平	药品
黑虎散	药品
参茸固本还少	药品
布林佐胺	药品
复方双花咀嚼片	药品
石黄抗菌片	药品
桉油尿素软膏	药品
大明	药品
青霉素钠	药品
山楂麦曲	药品
盐酸匹美西林	药品
苏诺	药品
参桂补气养血口服液	药品
樟脑水合氯醛酊	药品
阿普唑仑	药品
资生丸	药品
甲巯咪唑	药品
小儿智力	药品
复方乌鸡酒	药品
聚琥珀酸明胶	药品
迪双安	药品
葡萄糖酸氯己定软膏	药品
甲泛影酸	药品
盐酸罂粟碱片	药品
回春如意	药品
感咳双清	药品
参精固本丸	药品
补天灵片	药品
皮肤病血毒丸	药品
维血康糖浆	药品
熊胆跌打膏	药品
盐酸二甲弗林片	药品
乐疾宁	药品
河北环海药业有限公司	药品
凝血酶	药品
玉蓉补肾口服液	药品
川贝罗汉止咳	药品
复方牛胎肝提取物	药品
双黄止痒洗液	药品
洁阴洗剂	药品
宏威利迪	药品
红霉素过氧苯甲酰凝胶	药品
阿魏酸哌嗪分散片	药品
鳖甲消痔	药品
盐酸左卡巴斯汀鼻喷剂	药品
湖北大华制药有限公司	药品
凯济欣	药品
金龙伤湿止痛	药品
治必星	药品
胃痛片	药品
七味血病丸	药品
再宁平	药品
坦索罗辛	药品
六味余甘子汤散	药品
舒气丸	药品
赖氨肌醇维口服液	药品
舍雷肽酶	药品
磺啶新林	药品
湖南安邦制药有限公司	药品
祛风胜湿酒	药品
尿促性素	药品
五味子糖浆	药品
延边大学草仙药业有限公司	药品
沙严隆	药品
柔肝解毒口服液	药品
浙江浙北药业有限公司	药品
赛迪恩	药品
当归养血口服液	药品
复方黄体酮	药品
北京联合伟华药业有限公司	药品
奥芬溴铵片	药品
琥珀利气	药品
大托叶云实	药品
复方电解质葡萄糖注射液	药品
复方普鲁卡因苯甲酸胶囊	药品
复方磺胺嘧啶锌	药品
前列通瘀胶囊	药品
百为哈	药品
益元	药品
产妇安颗粒	药品
甲庆栓	药品
活血理伤丸	药品
芪血	药品
宏利源	药品
双葛醒脾和胃	药品
胞磷胆碱	药品
马鬃蛇药酒	药品
阿那日八味散	药品
二白药膏	药品
小儿肺炎散	药品
乖孩子	药品
藏茵陈	药品
聚苯乙烯磺酸钙	药品
圣诺	药品
生发酊	药品
氨溴索片	药品
盐酸氟西汀分散片	药品
多聚明胶注射液	药品
适利达	药品
盐酸精氨酸	药品
安嗽糖浆	药品
参苏补肾	药品
安神益脑	药品
普立特	药品
复方福尔马林溶液	药品
感冒退烧片	药品
藿胆丸	药品
固本	药品
格列本脲片	药品
注射用血凝酶	药品
清肺十八味	药品
艾兰朵	药品
玻璃酸钠注射液	药品
劲迈	药品
利迈先	药品
风湿骨康	药品
红花逍遥	药品
利血宝注射液	药品
磷酸阿尼利定	药品
林可霉素胶囊	药品
赛夫丁	药品
附马开痹片	药品
阿西美辛	药品
羟甲烟胺胶囊	药品
避瘟散	药品
阿昔洛韦片	药品
利福喷汀胶囊	药品
小儿感冒宁糖浆	药品
盐酸加替沙星片	药品
茵莲清肝颗粒	药品
益肝乐胶囊	药品
正伤消痛	药品
孟鲁司特钠	药品
步利仙	药品
氨基比林咖啡因散	药品
益脑宁胶囊	药品
复方枇杷	药品
天方力星	药品
清热八味胶囊	药品
乳宁颗粒	药品
阿苯达唑咀嚼片	药品
青霉素	药品
炉甘石粉	药品
舒成	药品
盐酸可乐定	药品
同仁牛黄清心丸	药品
忆林	药品
合氨基酸注射液	药品
消渴平	药品
三七粉	药品
治君必舒	药品
硝山异梨酯缓片	药品
灭澳灵	药品
参龙补肾胶囊	药品
海珠口服液	药品
清肺抑火	药品
盐酸塞利洛尔	药品
盐酸辛可卡因	药品
欣吉尔	药品
果糖酸钙注射液	药品
竹茹	药品
解热镇惊	药品
呋喃妥因片	药品
知柏地黄丸	药品
二十五味珊瑚胶囊	药品
可里科	药品
试纸	药品
猕猴桃颗粒	药品
补肺消肿丸	药品
双异丙酚	药品
罗非昔布片	药品
炎见宁	药品
武活龙	药品
桂龙	药品
西福多维	药品
千草脑脉通	药品
苦金	药品
胃苓丸	药品
猴头菌颗粒	药品
伤科膏药	药品
皮炎洗剂	药品
克霉唑尿素乳膏	药品
大黄通便	药品
利莎林	药品
杏苏止咳露糖浆	药品
通胆排石颗粒	药品
