沙船	车船
舆	车船
夜班巴士	车船
双翼飞机	车船
橡皮筏	车船
龙船	车船
越野摩托	车船
消防车	车船
龙骨船	车船
空中客车	车船
二轮摩托车	车船
快艇	车船
贼船	车船
急救车	车船
挖泥船	车船
木排	车船
小船	车船
凌志	车船
双翼机	车船
邮轮	车船
空车	车船
艚	车船
汽车	车船
粉粒物料运输车	车船
飞碟	车船
侦察卫星	车船
幽浮	车船
飞艇	车船
代运汽车的列车	车船
深夜航班	车船
小卧车	车船
本架飞机	车船
通勤	车船
往返巴士	车船
橡皮船	车船
拖驳	车船
远洋船	车船
轺	车船
搬家车	车船
捕鲸船	车船
斯巴鲁	车船
太空舱	车船
船舶	车船
小巴	车船
摩托艇	车船
邮政车	车船
商用车	车船
太空梭	车船
飞舟	车船
通讯卫星	车船
流浪船	车船
油罐汽车	车船
行李拖车	车船
马自达	车船
高速铁路	车船
双体船	车船
山地车	车船
缉私艇	车船
旅行车	车船
吸污车	车船
宇宙飞船	车船
轩	车船
包船	车船
船只	车船
抢险车	车船
漕船	车船
微型公共汽车	车船
军用车	车船
单螺旋桨飞机	车船
身分不明的飞机	车船
二手车	车船
气象卫星	车船
小舟	车船
胶皮车	车船
旧车	车船
水车	车船
区间车	车船
计程车	车船
航空航天飞机	车船
飞机	车船
货运列车	车船
民船	车船
机器脚踏车	车船
出租汽车	车船
游轮	车船
排	车船
现代	车船
运输舰	车船
帆船	车船
流线型火车	车船
液罐车	车船
缆车	车船
水翼船	车船
直通车	车船
捕鲸加工船	车船
机帆船	车船
罐	车船
货船	车船
航班	车船
自动倾卸卡车	车船
地铁	车船
警车	车船
喷气机	车船
兵车	车船
支线客机	车船
别克	车船
的士	车船
救援车	车船
人造卫星	车船
海船	车船
电动车	车船
远洋轮	车船
沃尔沃	车船
巡逻艇	车船
汽船	车船
自卸车	车船
高铁	车船
皮筏	车船
挖沙船	车船
毂	车船
大宇	车船
悬挂式滑翔机	车船
尼桑	车船
房车	车船
轮	车船
奥迪	车船
飞行物	车船
江轮	车船
舶	车船
驳船	车船
邮船	车船
趸船	车船
独木舟	车船
轮渡	车船
上菜手推车	车船
救护车	车船
客轮	车船
旅居车	车船
晚班车	车船
末班车	车船
游艇	车船
